Timestamp,Gender,Degree,BusinessMarket,Title,ProgrammingLanguages,BusinessSize,Yoe,YoeBuckets,BusinessFocus,TotalCompensationEgp,BusinessLine,TotalCompensationEgpBuckets,Industries,WorkSetting,Level,IsEgp,CompanyLocation
4/2/2024 20:44:22,Male,Yes,,Backend Engineer,"JavaScript, Python, Go, TypeScript",A Small and Medium Enterprise,3.0,3-5,Product-based company,20000.0,B2B,18-21K,Hospitality,Hybrid,Mid-level,Yes,Cairo
4/2/2024 20:49:53,Male,Yes,,"R&D Engineer (Computer Vision, NLP, etc.)",Python,A Start-up,1.0,1-3,Product-based company,16000.0,B2B,15-18K,"Manufacturing, Production",Remote/Egypt,Junior,Yes,Cairo
4/2/2024 20:51:15,Male,Yes,,Full-stack Engineer,"C#, JavaScript, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Product-based company,16900.0,B2B & B2C lines,15-18K,"Automotive, Manufacturing, Production",Hybrid,Junior,Yes,Cairo
4/2/2024 20:52:02,Female,Yes,,Backend Engineer,Python,A Start-up,1.0,1-3,Product-based company,21116.0,B2B & B2C lines,21-25K,Fintech,Hybrid,Junior,Yes,Cairo
4/2/2024 20:52:51,Male,No,,Product Manager,,A Small and Medium Enterprise,10.0,10-12,Product-based company,60000.0,B2B & B2C lines,60-70K,"Supply Chain, Technology",Hybrid,Senior,Yes,Cairo
4/2/2024 20:56:55,Male,Yes,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,0.0,0-1,Software House,8000.0,B2B,6-9K,,Office,Junior,Yes,Cairo
4/2/2024 20:58:26,Male,Yes,,Mobile Development Engineer,Swift,A Start-up,1.0,1-3,Product-based company,20000.0,B2C,18-21K,Fintech,Hybrid,Junior,Yes,Cairo
4/2/2024 20:59:41,Male,Yes,,Data Analytics,,A Small and Medium Enterprise,1.0,1-3,Product-based company,10400.0,B2B & B2C lines,9-12K,"Fintech, Supply Chain, Technology, Agriculture",Office,Junior,Yes,Cairo
4/2/2024 21:00:48,Male,No,,Mobile Development Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,3.0,3-5,Product-based company,37500.0,B2B & B2C lines,35-40K,"Delivery, construction materials",Hybrid,Senior,Yes,Cairo
4/2/2024 21:03:04,Male,Yes,Local,Systems Architect,"JPava, JavaScript",A Small and Medium Enterprise,15.0,15-20,Product-based company,142000.0,B2B & B2C lines,140-160K,"Fintech, Insurance, Supply Chain",Hybrid,Principal,Yes,Cairo
4/2/2024 21:03:05,Male,Yes,,Embedded Systems Engineer,"Python, C/C++",A Large Enterprise/Multinational Company,3.0,1-3,Product-based company,53000.0,B2B,50-60K,Automotive,Hybrid,Mid-level,Yes,Cairo
4/2/2024 21:05:59,Male,Yes,Global,DevOps / SRE / Platform,"Go, YAML",A Small and Medium Enterprise,4.0,3-5,Product-based company,150000.0,B2B & B2C lines,140-160K,Construction,Remote/Egypt,Team Lead,No,Cairo
4/2/2024 21:09:05,Female,Yes,,Product Manager,,A Small and Medium Enterprise,16.0,15-20,Software House,75000.0,B2B,70-80K,,Remote/Egypt,Senior,Yes,Cairo
4/2/2024 21:14:06,Male,Yes,,Full-stack Engineer,C#,A Start-up,3.0,1-3,Product-based company,22000.0,B2B,21-25K,Fintech,Hybrid,Mid-level,Yes,Cairo
4/2/2024 21:17:11,Male,No,Global,Backend Engineer,JPava,A Large Enterprise/Multinational Company,5.0,5-8,Product-based company,47000.0,B2B,40-50K,"Telecommunications, Technology",Hybrid,Senior,Yes,Cairo
4/2/2024 21:17:20,Male,Yes,Regional,Frontend Engineer,"JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,0.0,0-1,Product-based company,14850.0,B2B & B2C lines,12-15K,"Manufacturing, Production",Hybrid,Junior,Yes,Banha
4/2/2024 21:18:26,Male,Yes,,Backend Engineer,"JavaScript, Python",A Start-up,1.0,1-3,Product-based company,10000.0,B2B,9-12K,Fintech,Hybrid,Junior,Yes,Cairo
4/2/2024 21:20:28,Male,Yes,,Backend Engineer,C#,A Start-up,0.0,0-1,Product-based company,8000.0,B2B & B2C lines,6-9K,"Delivery, Supply Chain, Production",Hybrid,Junior,Yes,Cairo
4/2/2024 21:22:16,Male,Yes,Local,Mobile Development Engineer,"Kotlin, Swift",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,46875.0,B2B & B2C lines,40-50K,"Fintech, Insurance, Technology",Hybrid,Senior,Yes,Cairo
4/2/2024 21:23:01,Male,No,,Backend Engineer,Ruby,A Start-up,0.0,0-1,Product-based company,22000.0,B2B,21-25K,"Fintech, Delivery",Remote/Egypt,Junior,Yes,Cairo
4/2/2024 21:23:26,Male,No,,Backend Engineer,Python,A Small and Medium Enterprise,1.0,1-3,Software House,20800.0,B2B,18-21K,,Office,Junior,Yes,Alexandria
4/2/2024 21:24:13,Male,Yes,Local,Backend Engineer,JavaScript,A Start-up,1.0,0-1,Product-based company,10000.0,B2B,9-12K,Real Estate,Office,Junior,Yes,Damietta
4/2/2024 21:24:13,Male,Yes,,Data Analytics,Python,A Start-up,1.0,1-3,Product-based company,30000.0,B2B,30-35K,"Fintech, Delivery, Supply Chain",Hybrid,Junior,Yes,Cairo
4/2/2024 21:25:17,Male,Yes,Global,Mobile Development Engineer,"Kotlin, Swift",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,78000.0,B2C,70-80K,"Fintech, Delivery, Transportation",Hybrid,Senior,Yes,Cairo
4/2/2024 21:39:30,Male,Yes,,Systems Architect,Not a coding job,A Large Enterprise/Multinational Company,14.0,12-15,Product-based company,74500.0,B2B,70-80K,"Fintech, Telecommunications, Technology",Hybrid,Team Lead,Yes,Cairo
4/2/2024 21:41:03,Male,Yes,,Data Engineer,,A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,23000.0,B2B & B2C lines,21-25K,"Telecommunications, Technology",Hybrid,Mid-level,Yes,Cairo
4/2/2024 21:45:27,Female,Yes,Local,Full-stack Engineer,"JPava, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,5.0,5-8,Product-based company,45000.0,B2B,40-50K,,Hybrid,Mid-level,Yes,Cairo
4/2/2024 21:55:15,Male,Yes,,Backend Engineer,"C#, JavaScript, Python",A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,18000.0,B2B,18-21K,Fintech,Office,Junior,Yes,Cairo
4/2/2024 21:55:41,Male,Yes,,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,14.0,12-15,Product-based company,31500.0,B2C,30-35K,Education,Remote/Egypt,Senior Staff,Yes,Cairo
4/2/2024 22:05:35,Male,Yes,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,1.0,1-3,Software House,60000.0,B2B & B2C lines,60-70K,"Fintech, Delivery, Supply Chain, Technology, E-commerce",Hybrid,Junior,Yes,Cairo
4/2/2024 22:06:12,Male,Yes,Global,Backend Engineer,"C#, JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,7.0,5-8,Product-based company,43000.0,B2B & B2C lines,40-50K,Technology,Hybrid,Mid-level,Yes,Cairo
4/2/2024 22:06:28,Male,Yes,Regional,Mobile Development Engineer,dart,A Large Enterprise/Multinational Company,1.0,1-3,Software House,3000.0,B2C,3-6K,Fintech,Office,Intern,Yes,Cairo
4/2/2024 22:15:08,Female,Yes,,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Product-based company,16000.0,B2B,15-18K,Human Resources Services,Remote/Egypt,Mid-level,Yes,Cairo
4/2/2024 22:15:50,Male,No,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,4.0,3-5,Product-based company,45100.0,B2B,40-50K,Technology,Hybrid,Mid-level,Yes,Cairo
4/2/2024 22:20:42,Female,Yes,,Full-stack Engineer,JPava,A Large Enterprise/Multinational Company,1.0,1-3,Software House,27066.0,B2B & B2C lines,25-30K,Fintech,Hybrid,Junior,Yes,Cairo
4/2/2024 22:24:50,Female,Yes,,Mobile Development Engineer,Dart,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,12000.0,B2B & B2C lines,12-15K,"Technology, Education",Hybrid,Junior,Yes,Alexandria
4/2/2024 22:28:38,Male,Yes,,Backend Engineer,"C#, Ruby",A Small and Medium Enterprise,3.0,3-5,Software House,60000.0,B2B & B2C lines,60-70K,"Fintech, Integration",Hybrid,Senior,Yes,Cairo
4/2/2024 22:30:10,Male,Yes,,Product Manager,,A Small and Medium Enterprise,6.0,5-8,Product-based company,124540.0,B2B,120-140K,Adtech,Hybrid,Group Product Manager,No,Cairo
4/2/2024 22:33:20,Male,Yes,,Product Owner,,A Small and Medium Enterprise,2.0,1-3,Product-based company,18700.0,B2B & B2C lines,18-21K,Proptech,Hybrid,Mid-level,Yes,Cairo
4/2/2024 22:33:52,Female,Yes,,Backend Engineer,"JPava, JavaScript",A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,16000.0,B2B & B2C lines,15-18K,"Automotive, Technology, Education",Hybrid,Junior,Yes,Cairo
4/2/2024 22:36:31,Male,Yes,Regional,DevOps / SRE / Platform,Bash,A Small and Medium Enterprise,2.0,1-3,Product-based company,35000.0,B2B,35-40K,E-commerce- courier,Hybrid,Mid-level,Yes,Cairo
4/2/2024 22:41:35,Female,Yes,,Mobile Development Engineer,Dart,A Small and Medium Enterprise,2.0,1-3,Product-based company,21891.0,B2B & B2C lines,21-25K,Human Resources Services,Office,Mid-level,Yes,Cairo
4/2/2024 22:45:39,Female,Yes,,Frontend Engineer,"JavaScript, HTML/CSS",A Small and Medium Enterprise,3.0,3-5,Product-based company,37500.0,B2B & B2C lines,35-40K,Healthcare,Hybrid,Mid-level,Yes,Cairo
4/2/2024 22:54:14,Male,No,,Data Analytics,Python,A Small and Medium Enterprise,1.0,1-3,Product-based company,12000.0,B2B & B2C lines,12-15K,Translation,Remote/Egypt,Junior,Yes,Cairo
4/2/2024 22:57:12,Female,Yes,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,3.0,3-5,Product-based company,19000.0,B2C,18-21K,E-commerce,Remote/Egypt,Junior,Yes,Cairo
4/2/2024 23:02:03,Male,No,Global,Mobile Development Engineer,Swift,A Small and Medium Enterprise,8.0,8-10,Product-based company,115000.0,B2C,100-120K,"Delivery, Transportation",Hybrid,Senior,Yes,Cairo
4/2/2024 23:12:05,Female,Yes,,Data Engineer,,A Large Enterprise/Multinational Company,4.0,3-5,Software House,33000.0,B2B,30-35K,Technology,Remote/Egypt,Senior,Yes,Cairo
4/2/2024 23:14:13,Male,No,Local,Full-stack Engineer,"JavaScript, Go, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,3.0,3-5,Software House,17500.0,B2B & B2C lines,15-18K,"Automotive, Technology, Education, Law",Hybrid,Mid-level,Yes,Cairo
4/2/2024 23:19:21,Male,Yes,Regional,Frontend Engineer,Swift,A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,18500.0,B2B & B2C lines,18-21K,Fintech,Hybrid,Mid-level,Yes,Cairo
4/2/2024 23:22:38,Male,Yes,Global,Frontend Engineer,"JPava, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,6.0,5-8,Product-based company,119750.0,B2B,100-120K,Technology,Hybrid,Senior,No,Cairo
4/2/2024 23:22:46,Female,Yes,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,8000.0,B2B,6-9K,Education,Office,Junior,Yes,Cairo
4/2/2024 23:24:43,Female,Yes,Local,DevOps / SRE / Platform,Bash,A Start-up,2.0,1-3,Product-based company,49000.0,B2B & B2C lines,40-50K,Fintech,Office,Team Lead,Yes,Cairo
4/2/2024 23:26:39,Male,Yes,,DevOps / SRE / Platform,,A Small and Medium Enterprise,1.0,1-3,Software House,12000.0,B2C,12-15K,"Fintech, Technology",Office,Junior,Yes,Cairo
4/2/2024 23:28:22,Male,Yes,,Embedded Systems Engineer,"Python, C/C++",A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,24000.0,B2B & B2C lines,21-25K,Automotive,Office,Junior,Yes,Cairo
4/2/2024 23:32:01,Male,Yes,Regional,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,2.0,1-3,Product-based company,16270.0,B2B & B2C lines,15-18K,Healthcare,Hybrid,Junior,Yes,Cairo
4/2/2024 23:33:38,Male,Yes,Regional,Backend Engineer,Python,A Small and Medium Enterprise,1.0,1-3,Software House,13000.0,B2B & B2C lines,12-15K,Technology,Hybrid,Junior,Yes,Cairo
4/2/2024 23:34:28,Male,Yes,,Mobile Development Engineer,Dart,A Start-up,6.0,5-8,Product-based company,30000.0,B2B & B2C lines,30-35K,Healthcare,Remote/Egypt,Mid-level,Yes,Cairo
4/2/2024 23:36:30,Male,Yes,,Backend Engineer,C#,A Large Enterprise/Multinational Company,0.0,0-1,Product-based company,27800.0,B2B & B2C lines,25-30K,Technology,Hybrid,Junior,Yes,Cairo
4/2/2024 23:37:35,Male,Yes,,"R&D Engineer (Computer Vision, NLP, etc.)",Python,A Large Enterprise/Multinational Company,1.0,1-3,Software House,15000.0,B2B,15-18K,"Transportation, Agriculture",Office,Junior,Yes,Cairo
4/2/2024 23:42:09,Male,Yes,Regional,Backend Engineer,TypeScript,A Start-up,2.0,1-3,Product-based company,25000.0,B2C,25-30K,"Fintech, Delivery, Supply Chain",Hybrid,Junior,Yes,Cairo
4/2/2024 23:45:34,Male,Yes,,Backend Engineer,"JPava, TypeScript, Kotlin",A Start-up,2.0,1-3,Product-based company,31750.0,B2B & B2C lines,30-35K,Drop shipping and E commerce,Remote/Egypt,Mid-level,Yes,Cairo
4/2/2024 23:48:47,Male,No,,Full-stack Engineer,"JavaScript, Python, TypeScript",A Small and Medium Enterprise,3.0,3-5,Software House,25000.0,B2C,25-30K,Technology,Hybrid,Mid-level,Yes,Cairo
4/2/2024 23:50:39,Female,Yes,,Embedded Systems Engineer,C/C++,A Start-up,3.0,3-5,Software House,52690.0,B2C,50-60K,Automotive,Remote/Egypt,Mid-level,No,Cairo
4/3/2024 0:00:52,Male,No,Local,Mobile Development Engineer,Swift,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,43500.0,B2B & B2C lines,40-50K,"Fintech, Delivery, Technology, Production",Hybrid,Junior,Yes,Cairo
4/3/2024 0:02:20,Male,Yes,Regional,Systems Architect,,A Large Enterprise/Multinational Company,12.0,12-15,Software House,50000.0,B2B,50-60K,"Fintech, Transportation, Technology",Hybrid,Team Lead,Yes,Cairo
4/3/2024 0:03:41,Female,Yes,,UI/UX Designer/Engineer,,A Small and Medium Enterprise,1.0,1-3,Product-based company,10000.0,B2B,9-12K,Human Resources Services,Hybrid,Junior,Yes,Cairo
4/3/2024 0:14:41,Female,No,,Backend Engineer,C#,A Large Enterprise/Multinational Company,1.0,0-1,Software House,15000.0,B2B,15-18K,Call Center out sourcing,Hybrid,Junior,Yes,Cairo
4/3/2024 0:16:10,Male,Yes,,Mobile Development Engineer,dart,A Small and Medium Enterprise,3.0,3-5,Product-based company,16000.0,B2B,15-18K,Fintech,Hybrid,Mid-level,Yes,Cairo
4/3/2024 0:17:45,Male,Yes,Local,Full-stack Engineer,"C#, TypeScript, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Product-based company,32500.0,B2B,30-35K,Fintech,Hybrid,Junior,Yes,Cairo
4/3/2024 0:17:59,Male,Yes,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,1.0,1-3,Software House,14000.0,B2B & B2C lines,12-15K,Technology,Remote/Egypt,Junior,Yes,No site in Egypt
4/3/2024 0:18:06,Male,Yes,Local,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Product-based company,16000.0,B2B & B2C lines,15-18K,"Fintech, Insurance, Technology",Hybrid,Junior,Yes,Cairo
4/3/2024 0:20:18,Male,Yes,Regional,Frontend Engineer,"JPava, JavaScript,",A Large Enterprise/Multinational Company,7.0,5-8,Software House,55700.0,B2B,50-60K,"Fintech, Banking",Hybrid,Team Lead,Yes,Cairo
4/3/2024 0:27:30,Male,Yes,Global,Embedded Systems Engineer,"Python, C/C++",A Large Enterprise/Multinational Company,2.0,1-3,Software House,39500.0,B2B & B2C lines,35-40K,Automotive,Hybrid,Mid-level,Yes,Cairo
4/3/2024 0:29:41,Female,Yes,,Data Engineer,,A Small and Medium Enterprise,2.0,1-3,Software House,35000.0,B2B,35-40K,,Remote/Egypt,Mid-level,Yes,Cairo
4/3/2024 0:30:07,Male,Yes,,Frontend Engineer,"JavaScript, Python, TypeScript",A Start-up,1.0,1-3,Software House,7000.0,B2B & B2C lines,6-9K,"Supply Chain, Transportation, Technology",Hybrid,Junior,Yes,Cairo
4/3/2024 0:30:30,Male,Yes,Global,DevOps / SRE / Platform,Python,A Large Enterprise/Multinational Company,3.0,3-5,Software House,38894.8,B2B,35-40K,"Technology, Human Resources Services, Agriculture",Hybrid,Junior,No,Cairo
4/3/2024 0:38:06,Male,Yes,,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,4.0,3-5,Product-based company,28000.0,B2B,25-30K,"Technology, Strategic management",Remote/Egypt,Mid-level,Yes,Cairo
4/3/2024 0:40:57,Male,Yes,Local,Backend Engineer,"C#, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,56730.0,B2B,50-60K,"Fintech, Banking",Office,Senior,Yes,Cairo
4/3/2024 0:46:38,Male,No,,Full-stack Engineer,"C#, JavaScript",A Small and Medium Enterprise,15.0,15-20,Product-based company,25000.0,B2B & B2C lines,25-30K,Healthcare,Office,Senior,Yes,Alexandria
4/3/2024 0:50:25,Male,Yes,Global,Embedded Systems Engineer,C/C++,A Large Enterprise/Multinational Company,2.0,1-3,Software House,46666.0,B2C,40-50K,Automotive,Hybrid,Mid-level,Yes,Cairo
4/3/2024 1:01:36,Male,Yes,,DevOps / SRE / Platform,,A Small and Medium Enterprise,5.0,5-8,Software House,80000.0,B2B & B2C lines,80-100K,"Fintech, Energy, Technology, Government",Hybrid,Senior,Yes,Cairo
4/3/2024 1:08:11,Male,Yes,,Backend Engineer,"PHP, JavaScript",A Small and Medium Enterprise,10.0,10-12,Software House,95800.0,B2B & B2C lines,80-100K,Healthcare,Remote/Egypt,Senior,No,No site in Egypt
4/3/2024 1:08:19,Male,Yes,Regional,Backend Engineer,"Ruby, HTML/CSS",A Start-up,1.0,1-3,Product-based company,16765.0,B2B & B2C lines,15-18K,Supply Chain,Hybrid,Junior,No,Cairo
4/3/2024 1:17:29,Male,Yes,,AI & Automation Engineer,"Python, C/C++",A Small and Medium Enterprise,3.0,3-5,Product-based company,28000.0,B2B & B2C lines,25-30K,"Fintech, Manufacturing, Technology",Hybrid,Mid-level,Yes,Cairo
4/3/2024 1:25:04,Female,Yes,,QA / SDET Engineer,JPava,A Start-up,3.0,1-3,Product-based company,20000.0,B2C,18-21K,,Hybrid,Mid-level,Yes,Cairo
4/3/2024 1:29:06,Male,Yes,Regional,Data Engineer,Python,A Large Enterprise/Multinational Company,6.0,5-8,Software House,175930.0,B2B,160-180K,"Telecommunications, Technology",Remote/Egypt,Senior,No,Cairo
4/3/2024 1:29:42,Male,Yes,Global,Full-stack Engineer,"JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,1.0,1-3,Software House,16000.0,B2B,15-18K,"Fintech, Healthcare, Insurance, Supply Chain, Telecommunications, Manufacturing, Technology, Human Resources Services",Remote/Egypt,Junior,Yes,Cairo
4/3/2024 1:30:41,Male,No,,Data Analytics,,A Start-up,1.0,1-3,Product-based company,16100.0,B2B,15-18K,"Supply Chain, Technology",Hybrid,Junior,Yes,Cairo
4/3/2024 1:32:28,Female,Yes,,Full-stack Engineer,"C#, JavaScript, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Software House,17500.0,B2B,15-18K,Healthcare,Hybrid,Junior,Yes,Cairo
4/3/2024 1:40:37,Male,Yes,,"R&D Engineer (Computer Vision, NLP, etc.)","Python, C/C++",A Small and Medium Enterprise,2.0,1-3,Product-based company,25000.0,B2B,25-30K,Technology,Hybrid,Mid-level,Yes,Cairo
4/3/2024 1:46:24,Female,Yes,Global,Backend Engineer,C/C++,A Large Enterprise/Multinational Company,5.0,5-8,Software House,88615.0,B2B,80-100K,Technology,Hybrid,Senior,No,Cairo
4/3/2024 1:53:11,Male,Yes,Global,"R&D Engineer (Computer Vision, NLP, etc.)",,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,23500.0,B2B & B2C lines,21-25K,Telecommunications,Hybrid,Mid-level,Yes,Cairo
4/3/2024 1:56:07,Female,Yes,,Frontend Engineer,C/C++,A Large Enterprise/Multinational Company,5.0,5-8,Product-based company,90052.0,B2C,80-100K,Technology,Hybrid,Senior,No,Cairo
4/3/2024 1:58:53,Male,Yes,Regional,DevOps / SRE / Platform,"JavaScript, Python, Go",A Small and Medium Enterprise,8.0,8-10,Product-based company,130000.0,B2B & B2C lines,120-140K,E-commerce,Hybrid,Manager,Yes,Cairo
4/3/2024 2:07:21,Male,Yes,Global,Embedded Systems Engineer,"Python, C/C++",A Small and Medium Enterprise,1.0,1-3,Product-based company,43000.0,B2C,40-50K,Automotive,Hybrid,Mid-level,Yes,Cairo
4/3/2024 2:08:12,Male,Yes,,Embedded Systems Engineer,C/C++,A Small and Medium Enterprise,3.0,3-5,Product-based company,54998.0,B2B & B2C lines,50-60K,Automotive,Hybrid,Mid-level,No,Cairo
4/3/2024 2:08:39,Male,No,,Full-stack Engineer,"PHP, JavaScript, Go, HTML/CSS",A Small and Medium Enterprise,4.0,3-5,Product-based company,30000.0,B2B,30-35K,"Technology, Human Resources Services, Production, نظام رافد لإدارة الجمعيات الخيرية بالسعودية",Hybrid,Senior,Yes,Cairo
4/3/2024 2:22:24,Male,Yes,Global,Backend Engineer,"JPava, JavaScript",A Small and Medium Enterprise,1.0,0-1,Product-based company,16250.0,B2B,15-18K,"Telecommunications, Technology, Contact center",Hybrid,Junior,Yes,Cairo
4/3/2024 2:25:40,Male,Yes,,DevOps / SRE / Platform,"PHP, JavaScript",A Small and Medium Enterprise,1.0,1-3,Product-based company,17001.0,B2B,15-18K,Technology,Remote/Egypt,Junior,Yes,Cairo
4/3/2024 2:28:05,Male,No,,Full-stack Engineer,"Python, Dart",A Start-up,1.0,1-3,Software House,15000.0,B2B & B2C lines,15-18K,"Technology, Education",Remote/Egypt,Junior,Yes,Cairo
4/3/2024 2:31:55,Male,Yes,Global,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,0.0,0-1,Software House,24000.0,B2B,21-25K,,Hybrid,Junior,Yes,Cairo
4/3/2024 3:11:04,Male,Yes,,Security/Network Engineer,,A Large Enterprise/Multinational Company,9.0,8-10,Product-based company,144658.0,B2C,140-160K,,Hybrid,Senior,No,Cairo
4/3/2024 3:14:44,Male,Yes,,DevOps / SRE / Platform,"Python, Shell Scripting",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,17800.0,B2B,15-18K,"Supply Chain, Telecommunications, Technology, Human Resources Services",Hybrid,Junior,Yes,Cairo
4/3/2024 3:23:50,Male,Yes,,Full-stack Engineer,"C#, JavaScript, HTML/CSS",A Small and Medium Enterprise,16.0,15-20,Software House,35000.0,B2B,35-40K,Government,Office,Senior,Yes,Cairo
4/3/2024 3:28:29,Male,Yes,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,4.0,3-5,Software House,30000.0,B2B,30-35K,,Remote/Egypt,Mid-level,Yes,Cairo
4/3/2024 3:30:15,Male,No,,Technical Support,,A Small and Medium Enterprise,1.0,1-3,Product-based company,5400.0,B2C,3-6K,Healthcare,Office,Junior,Yes,Banha
4/3/2024 3:33:42,Male,Yes,,Full-stack Engineer,"JavaScript, TypeScript, HTML/CSS, Elixir",A Start-up,1.0,1-3,Product-based company,20000.0,B2B & B2C lines,18-21K,"Fintech, Education",Remote/Egypt,Mid-level,Yes,Cairo
4/3/2024 3:34:24,Male,Yes,,Backend Engineer,"JPava, JavaScript",A Small and Medium Enterprise,1.0,1-3,Software House,12000.0,B2B,12-15K,"Fintech, Enterprise",Hybrid,Junior,Yes,Cairo
4/3/2024 3:40:36,Male,Yes,Global,Full-stack Engineer,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,7.0,5-8,Product-based company,55250.0,B2B,50-60K,Healthcare,Hybrid,Team Lead,Yes,Cairo
4/3/2024 3:42:21,Male,Yes,Global,Backend Engineer,"C#, JavaScript",A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,40500.0,B2B & B2C lines,40-50K,Fintech,Office,Junior,Yes,Cairo
4/3/2024 3:43:53,Male,Yes,Global,Technical Support,,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,15500.0,B2B,15-18K,"Telecommunications, Technology",Hybrid,Junior,Yes,Cairo
4/3/2024 3:47:06,Male,Yes,,Full-stack Engineer,"C#, Outsystems",A Large Enterprise/Multinational Company,1.0,1-3,Software House,35446.0,B2B,35-40K,"Fintech, Technology",Hybrid,Junior,No,Cairo
4/3/2024 3:51:55,Male,No,Global,Data Scientist,Python,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,27600.0,B2B & B2C lines,25-30K,Healthcare,Hybrid,Junior,Yes,Cairo
4/3/2024 4:06:17,Male,Yes,Global,Backend Engineer,"JavaScript, TypeScript",A Small and Medium Enterprise,6.0,5-8,Product-based company,52977.4,B2B,50-60K,Insurance,Hybrid,Senior,Yes,Cairo
4/3/2024 4:16:45,Male,Yes,,Backend Engineer,"JPava, SQL",A Small and Medium Enterprise,1.0,1-3,Software House,23000.0,B2B,21-25K,"Fintech, Telecommunications",Hybrid,Junior,Yes,Cairo
4/3/2024 4:24:37,Male,Yes,Global,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,43000.0,B2B & B2C lines,40-50K,Technology,Hybrid,Mid-level,Yes,Cairo
4/3/2024 4:26:56,Male,Yes,,DevOps / SRE / Platform,Python,A Large Enterprise/Multinational Company,7.0,5-8,Product-based company,105000.0,B2C,100-120K,Healthcare,Hybrid,Team Lead,Yes,Cairo
4/3/2024 4:41:22,Female,Yes,Global,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,3.0,3-5,Product-based company,18347.76,B2B,18-21K,Technology,Remote/Egypt,Mid-level,No,Cairo
4/3/2024 4:42:21,Male,Yes,,Data Engineer,"Python, Sql",A Small and Medium Enterprise,10.0,10-12,Software House,70500.0,B2B,70-80K,Healthcare,Hybrid,Staff,Yes,Cairo
4/3/2024 4:48:36,Male,No,Local,Data Analytics,SQL,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,29700.0,B2B & B2C lines,25-30K,Telecommunications,Hybrid,Junior,Yes,Cairo
4/3/2024 4:52:44,Male,Yes,,Full-stack Engineer,"JavaScript, TypeScript",A Start-up,3.0,3-5,Product-based company,36000.0,B2B & B2C lines,35-40K,Automotive,Hybrid,Mid-level,Yes,Cairo
4/3/2024 5:43:23,Male,Yes,Global,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,2.0,1-3,Software House,34000.0,B2B & B2C lines,30-35K,"Telecommunications, Technology, Education, Human Resources Services, Law, Production",Remote/Egypt,Junior,Yes,Cairo
